quantity,unit,category,food_type,people_fed
19.3,kg,Other,nonveg,46
13.5,pieces,Cooked Meal,veg,6
18.2,boxes,Packaged Food,nonveg,210
198.6,pieces,Cooked Meal,veg,109
35.6,plates,Other,veg,34
240.5,pieces,Cooked Meal,nonveg,110
12.6,boxes,Dairy,veg,96
5.4,liters,Bakery,nonveg,10
40.6,pieces,Packaged Food,veg,38
27.2,boxes,Packaged Food,nonveg,273
149.4,pieces,Cooked Meal,veg,70
17.3,boxes,Packaged Food,nonveg,157
67.9,plates,Produce,veg,74
26.2,kg,Packaged Food,veg,108
26.8,liters,Other,nonveg,60
47.2,plates,Other,veg,36
295.3,pieces,Packaged Food,veg,325
159.3,pieces,Other,veg,79
26.0,kg,Cooked Meal,veg,67
33.4,kg,Packaged Food,nonveg,99
116.5,plates,Produce,veg,112
9.8,kg,Cooked Meal,nonveg,24
10.1,boxes,Cooked Meal,nonveg,82
19.1,boxes,Other,nonveg,136
4.8,liters,Bakery,veg,13
133.0,pieces,Dairy,veg,74
23.5,liters,Cooked Meal,nonveg,48
48.9,plates,Packaged Food,nonveg,72
3.5,boxes,Other,nonveg,22
6.5,kg,Bakery,veg,26
32.8,liters,Cooked Meal,nonveg,68
42.3,liters,Other,nonveg,106
48.7,pieces,Cooked Meal,nonveg,20
9.1,kg,Packaged Food,veg,35
25.9,boxes,Packaged Food,veg,358
15.4,liters,Dairy,veg,65
31.9,kg,Produce,veg,57
25.6,boxes,Other,nonveg,186
148.8,pieces,Dairy,veg,62
38.6,plates,Packaged Food,nonveg,54
84.0,pieces,Dairy,veg,42
4.4,boxes,Other,nonveg,28
5.7,boxes,Packaged Food,veg,60
17.8,liters,Other,nonveg,41
43.7,pieces,Other,nonveg,22
25.2,boxes,Produce,nonveg,148
14.8,liters,Packaged Food,veg,37
7.3,kg,Other,nonveg,18
9.8,boxes,Cooked Meal,nonveg,83
149.9,plates,Bakery,veg,169
41.6,liters,Other,veg,112
17.5,kg,Dairy,veg,75
13.6,liters,Dairy,nonveg,53
232.2,pieces,Produce,veg,53
107.4,plates,Other,veg,98
29.3,boxes,Packaged Food,veg,363
78.6,plates,Cooked Meal,veg,66
45.6,kg,Bakery,veg,144
111.2,plates,Packaged Food,nonveg,166
17.4,liters,Cooked Meal,nonveg,41
8.1,boxes,Packaged Food,veg,114
154.0,pieces,Packaged Food,nonveg,156
49.7,pieces,Packaged Food,veg,53
5.0,boxes,Dairy,veg,34
141.8,plates,Packaged Food,nonveg,218
36.2,liters,Packaged Food,veg,104
294.7,pieces,Produce,nonveg,81
12.4,boxes,Bakery,veg,157
146.8,plates,Bakery,veg,187
65.8,plates,Other,nonveg,69
7.3,pieces,Produce,nonveg,2
106.5,plates,Produce,veg,98
106.1,plates,Dairy,nonveg,130
26.5,boxes,Other,veg,239
11.5,liters,Packaged Food,nonveg,34
80.6,plates,Dairy,nonveg,97
40.0,plates,Cooked Meal,nonveg,34
22.2,boxes,Produce,veg,163
19.1,pieces,Dairy,veg,9
15.6,kg,Other,nonveg,35
55.8,plates,Bakery,veg,58
108.6,plates,Produce,veg,99
124.3,plates,Produce,veg,123
5.3,boxes,Produce,veg,33
44.5,kg,Cooked Meal,nonveg,108
4.8,liters,Packaged Food,nonveg,13
131.4,plates,Dairy,nonveg,140
29.9,boxes,Dairy,nonveg,221
5.2,boxes,Other,veg,30
4.8,boxes,Bakery,nonveg,41
24.2,liters,Cooked Meal,nonveg,38
46.2,liters,Other,nonveg,125
29.0,kg,Cooked Meal,nonveg,77
22.1,plates,Cooked Meal,veg,21
23.9,boxes,Produce,veg,186
12.1,plates,Bakery,nonveg,16
1.1,liters,Bakery,nonveg,2
261.8,pieces,Dairy,veg,113
23.7,boxes,Dairy,nonveg,211
115.5,plates,Packaged Food,veg,150
26.1,boxes,Packaged Food,veg,312
20.0,kg,Produce,nonveg,40
19.7,boxes,Cooked Meal,nonveg,136
28.5,kg,Bakery,nonveg,87
143.8,plates,Bakery,veg,191
25.6,liters,Dairy,nonveg,111
14.5,liters,Dairy,veg,59
5.1,liters,Bakery,nonveg,8
43.2,kg,Dairy,nonveg,155
58.2,pieces,Cooked Meal,nonveg,31
38.8,pieces,Packaged Food,veg,40
46.4,plates,Cooked Meal,veg,50
205.2,pieces,Bakery,nonveg,90
31.3,plates,Cooked Meal,nonveg,28
126.8,pieces,Cooked Meal,veg,57
282.8,pieces,Produce,nonveg,81
76.5,plates,Bakery,veg,90
8.8,boxes,Dairy,veg,74
12.8,boxes,Cooked Meal,veg,117
28.1,kg,Bakery,nonveg,74
28.8,liters,Dairy,nonveg,103
39.4,kg,Packaged Food,veg,151
48.1,liters,Bakery,nonveg,99
1.0,boxes,Dairy,veg,7
3.9,liters,Produce,veg,8
252.6,pieces,Packaged Food,nonveg,213
3.2,liters,Other,nonveg,8
48.6,plates,Other,veg,46
132.4,plates,Bakery,nonveg,152
133.2,plates,Bakery,nonveg,171
8.1,boxes,Other,nonveg,56
140.6,pieces,Produce,veg,41
30.8,liters,Other,veg,76
21.2,kg,Cooked Meal,veg,61
119.2,plates,Packaged Food,veg,158
44.7,kg,Other,veg,118
249.1,pieces,Cooked Meal,nonveg,101
25.3,boxes,Produce,veg,200
28.2,boxes,Cooked Meal,nonveg,141
37.4,kg,Packaged Food,veg,132
31.5,pieces,Other,veg,13
74.1,pieces,Dairy,veg,33
1.2,boxes,Produce,veg,8
26.2,boxes,Other,veg,183
4.2,liters,Dairy,veg,16
13.7,kg,Bakery,veg,38
255.1,pieces,Dairy,veg,123
103.7,plates,Cooked Meal,nonveg,96
22.2,kg,Packaged Food,nonveg,71
205.7,pieces,Packaged Food,veg,183
14.6,liters,Cooked Meal,veg,33
50.9,plates,Packaged Food,nonveg,64
48.9,kg,Dairy,veg,209
10.6,kg,Packaged Food,veg,36
24.5,kg,Other,veg,64
126.9,plates,Cooked Meal,nonveg,117
26.5,kg,Produce,nonveg,55
38.4,kg,Bakery,nonveg,94
19.5,kg,Cooked Meal,veg,43
4.0,kg,Other,veg,10
4.0,boxes,Dairy,veg,35
47.8,plates,Cooked Meal,veg,46
23.2,liters,Packaged Food,veg,72
10.8,boxes,Packaged Food,veg,155
90.2,plates,Packaged Food,nonveg,114
30.2,kg,Cooked Meal,veg,90
97.4,plates,Bakery,veg,127
147.0,pieces,Produce,nonveg,38
7.3,kg,Bakery,veg,21
10.0,boxes,Dairy,nonveg,96
18.5,boxes,Bakery,nonveg,147
157.7,pieces,Produce,veg,46
66.2,plates,Bakery,veg,75
39.5,liters,Bakery,veg,71
25.7,boxes,Other,nonveg,217
128.5,pieces,Dairy,nonveg,63
27.7,boxes,Cooked Meal,veg,247
23.9,liters,Other,veg,62
12.6,boxes,Produce,veg,100
26.8,pieces,Cooked Meal,veg,14
19.3,boxes,Produce,veg,137
10.8,kg,Produce,veg,21
42.5,liters,Produce,nonveg,85
2.1,liters,Bakery,veg,5
33.1,liters,Cooked Meal,nonveg,52
95.0,pieces,Cooked Meal,veg,48
44.0,liters,Other,nonveg,123
44.3,kg,Cooked Meal,veg,117
10.2,boxes,Dairy,nonveg,89
38.4,liters,Packaged Food,veg,92
13.1,liters,Produce,nonveg,21
256.2,pieces,Other,veg,159
39.8,kg,Bakery,nonveg,104
25.9,kg,Dairy,veg,104
158.1,pieces,Dairy,nonveg,60
160.0,pieces,Bakery,nonveg,41
193.2,pieces,Packaged Food,nonveg,183
11.8,kg,Dairy,veg,50
21.8,liters,Packaged Food,nonveg,74
140.6,plates,Packaged Food,veg,188
22.8,kg,Bakery,nonveg,70
23.8,liters,Produce,veg,43
11.7,boxes,Packaged Food,nonveg,118
117.8,pieces,Packaged Food,nonveg,112
45.2,kg,Other,nonveg,112
119.0,plates,Produce,veg,125
166.1,pieces,Cooked Meal,veg,81
13.3,liters,Produce,nonveg,24
49.9,liters,Produce,veg,79
6.2,plates,Other,nonveg,5
14.7,boxes,Packaged Food,veg,214
12.2,liters,Dairy,nonveg,44
109.8,plates,Bakery,nonveg,111
97.4,pieces,Packaged Food,veg,105
13.7,boxes,Other,veg,130
7.8,kg,Dairy,nonveg,31
40.7,kg,Other,nonveg,87
128.6,pieces,Produce,veg,37
52.3,plates,Other,nonveg,43
138.7,plates,Cooked Meal,veg,162
147.1,plates,Produce,nonveg,168
16.5,boxes,Bakery,veg,169
3.7,boxes,Dairy,nonveg,32
9.6,plates,Cooked Meal,veg,9
45.7,liters,Bakery,veg,80
73.7,pieces,Packaged Food,veg,72
55.7,pieces,Cooked Meal,veg,27
29.7,boxes,Packaged Food,veg,387
47.8,kg,Other,nonveg,120
16.2,liters,Bakery,veg,35
90.2,plates,Bakery,nonveg,83
6.8,boxes,Dairy,nonveg,64
81.2,plates,Packaged Food,veg,121
14.4,boxes,Dairy,nonveg,125
21.3,boxes,Other,nonveg,159
185.8,pieces,Other,nonveg,88
23.4,liters,Bakery,nonveg,40
20.3,liters,Other,veg,55
201.7,pieces,Bakery,nonveg,72
21.2,liters,Cooked Meal,nonveg,43
25.7,kg,Produce,veg,48
5.8,boxes,Produce,nonveg,38
19.7,kg,Cooked Meal,nonveg,47
12.5,boxes,Other,veg,106
148.0,pieces,Bakery,nonveg,55
36.0,kg,Cooked Meal,veg,79
42.1,liters,Produce,veg,89
15.4,kg,Dairy,veg,54
8.5,kg,Cooked Meal,nonveg,19
36.0,liters,Produce,veg,80
20.1,kg,Packaged Food,veg,64
18.3,boxes,Produce,veg,142
45.5,liters,Bakery,nonveg,87
21.7,kg,Bakery,veg,72
48.0,kg,Bakery,veg,143
3.2,liters,Cooked Meal,veg,5
95.6,plates,Produce,veg,94
4.5,boxes,Dairy,nonveg,38
33.0,kg,Bakery,nonveg,101
14.3,boxes,Cooked Meal,veg,137
11.4,plates,Other,nonveg,11
23.3,boxes,Bakery,nonveg,136
41.5,plates,Other,veg,42
147.3,plates,Cooked Meal,nonveg,127
9.6,liters,Other,nonveg,18
24.9,pieces,Other,nonveg,14
15.6,boxes,Packaged Food,veg,193
2.0,kg,Other,veg,5
19.0,boxes,Bakery,veg,178
25.4,liters,Cooked Meal,nonveg,53
46.2,kg,Other,veg,128
4.9,boxes,Dairy,nonveg,37
99.0,plates,Cooked Meal,nonveg,109
42.5,kg,Produce,veg,81
40.3,kg,Dairy,veg,174
26.6,liters,Other,nonveg,65
28.7,boxes,Cooked Meal,veg,265
7.2,liters,Cooked Meal,veg,17
21.9,liters,Bakery,veg,50
217.9,pieces,Packaged Food,veg,218
175.0,pieces,Bakery,nonveg,69
43.3,liters,Other,nonveg,70
5.9,boxes,Produce,nonveg,39
23.0,boxes,Packaged Food,nonveg,277
25.8,boxes,Cooked Meal,nonveg,153
85.2,plates,Produce,veg,90
11.9,boxes,Produce,nonveg,85
10.7,boxes,Dairy,veg,95
43.2,kg,Bakery,veg,120
124.3,pieces,Other,nonveg,51
149.4,pieces,Other,nonveg,73
64.3,plates,Other,veg,81
33.2,plates,Packaged Food,veg,53
155.3,pieces,Packaged Food,nonveg,117
46.4,kg,Other,nonveg,108
24.4,liters,Other,veg,67
13.8,kg,Other,veg,33
13.1,liters,Packaged Food,nonveg,31
38.8,kg,Bakery,veg,107
21.5,boxes,Other,nonveg,166
25.1,boxes,Bakery,veg,249
177.9,pieces,Produce,nonveg,48
32.2,kg,Other,veg,64
37.7,liters,Produce,nonveg,77
41.0,kg,Produce,veg,78
38.9,kg,Cooked Meal,veg,87
6.1,boxes,Produce,veg,45
24.8,liters,Bakery,veg,47
10.8,liters,Dairy,veg,43
13.7,liters,Other,veg,38
130.9,plates,Other,veg,122
5.2,kg,Bakery,nonveg,15
74.3,plates,Cooked Meal,veg,77
4.0,kg,Other,veg,10
11.3,kg,Dairy,veg,45
28.0,boxes,Cooked Meal,nonveg,184
206.1,pieces,Packaged Food,nonveg,193
282.6,pieces,Produce,veg,80
242.8,pieces,Cooked Meal,nonveg,100
22.0,boxes,Cooked Meal,nonveg,170
47.6,kg,Dairy,nonveg,168
187.4,pieces,Bakery,nonveg,64
49.3,liters,Packaged Food,veg,131
43.8,kg,Produce,nonveg,96
18.6,boxes,Other,veg,143
55.5,plates,Packaged Food,veg,105
15.4,kg,Packaged Food,nonveg,44
7.3,liters,Bakery,veg,15
29.4,plates,Other,nonveg,24
33.5,kg,Packaged Food,nonveg,108
22.3,kg,Other,veg,60
46.5,kg,Other,veg,110
33.6,liters,Produce,nonveg,68
46.2,kg,Other,veg,105
279.9,pieces,Other,veg,125
19.5,kg,Dairy,nonveg,69
122.2,plates,Packaged Food,nonveg,136
90.8,pieces,Bakery,veg,39
29.1,liters,Dairy,veg,125
175.2,pieces,Bakery,nonveg,67
49.0,liters,Dairy,nonveg,180
158.3,pieces,Produce,veg,44
16.5,kg,Packaged Food,nonveg,50
34.3,liters,Produce,nonveg,67
16.1,kg,Other,nonveg,40
49.8,kg,Other,nonveg,110
21.4,boxes,Bakery,nonveg,171
8.5,kg,Packaged Food,nonveg,26
43.0,kg,Bakery,veg,100
29.5,boxes,Other,nonveg,190
53.9,plates,Cooked Meal,nonveg,40
23.0,boxes,Other,nonveg,150
211.8,pieces,Produce,veg,69
4.8,boxes,Dairy,veg,43
198.1,pieces,Cooked Meal,nonveg,77
35.1,liters,Dairy,nonveg,127
18.7,liters,Bakery,veg,40
19.5,kg,Dairy,veg,92
18.4,kg,Bakery,veg,54
6.7,liters,Packaged Food,veg,18
13.0,liters,Packaged Food,nonveg,36
24.9,liters,Cooked Meal,nonveg,45
23.6,boxes,Other,veg,137
19.3,boxes,Other,nonveg,140
25.0,kg,Cooked Meal,veg,63
8.3,plates,Other,veg,7
19.8,kg,Produce,veg,37
17.6,boxes,Other,nonveg,134
40.8,liters,Dairy,nonveg,154
2.9,boxes,Cooked Meal,nonveg,23
48.3,kg,Other,veg,105
1.3,liters,Cooked Meal,veg,3
33.0,liters,Cooked Meal,veg,75
128.5,plates,Cooked Meal,nonveg,157
290.1,pieces,Dairy,nonveg,143
8.2,boxes,Bakery,veg,105
25.3,plates,Produce,nonveg,25
183.8,pieces,Packaged Food,nonveg,138
2.8,kg,Other,veg,7
287.4,pieces,Bakery,veg,107
220.1,pieces,Produce,veg,63
13.8,kg,Packaged Food,nonveg,43
34.1,kg,Packaged Food,nonveg,103
4.5,liters,Other,veg,11
28.6,liters,Other,nonveg,40
65.9,plates,Other,veg,80
29.0,boxes,Packaged Food,veg,455
7.1,kg,Bakery,nonveg,22
112.0,pieces,Cooked Meal,veg,61
261.3,pieces,Produce,veg,79
47.6,liters,Packaged Food,nonveg,134
29.9,liters,Cooked Meal,nonveg,62
85.0,plates,Produce,nonveg,74
9.4,kg,Dairy,veg,42
74.1,plates,Produce,nonveg,65
207.6,pieces,Bakery,veg,80
2.5,boxes,Bakery,nonveg,19
205.1,pieces,Other,veg,91
153.2,pieces,Packaged Food,nonveg,150
9.9,boxes,Produce,veg,82
192.2,pieces,Packaged Food,veg,149
9.1,liters,Cooked Meal,veg,24
28.9,boxes,Dairy,veg,278
74.6,plates,Packaged Food,veg,65
1.7,kg,Dairy,nonveg,6
35.4,kg,Bakery,nonveg,98
93.1,plates,Other,veg,85
30.3,plates,Bakery,veg,35
25.3,kg,Produce,nonveg,49
104.7,pieces,Bakery,veg,38
147.5,pieces,Cooked Meal,nonveg,54
37.2,liters,Produce,veg,69
140.6,plates,Produce,veg,136
11.3,boxes,Dairy,veg,94
18.1,kg,Produce,veg,34
18.4,liters,Other,nonveg,47
64.6,plates,Cooked Meal,veg,70
38.7,kg,Packaged Food,veg,135
131.4,pieces,Produce,nonveg,41
20.8,plates,Bakery,nonveg,18
37.6,liters,Bakery,nonveg,75
37.6,pieces,Cooked Meal,veg,19
52.3,pieces,Packaged Food,veg,56
4.4,boxes,Bakery,nonveg,35
37.8,liters,Other,nonveg,88
24.1,plates,Packaged Food,nonveg,40
25.5,liters,Bakery,nonveg,44
34.2,liters,Other,veg,70
24.5,kg,Other,nonveg,72
23.1,boxes,Produce,veg,162
14.8,liters,Dairy,veg,63
201.6,pieces,Cooked Meal,veg,88
32.4,plates,Cooked Meal,veg,34
6.9,liters,Dairy,veg,25
1.9,liters,Bakery,nonveg,4
19.6,kg,Bakery,veg,48
21.9,liters,Bakery,nonveg,39
98.4,plates,Cooked Meal,nonveg,88
77.9,pieces,Produce,nonveg,23
1.0,liters,Cooked Meal,veg,2
27.3,boxes,Produce,nonveg,160
8.3,boxes,Cooked Meal,veg,59
34.5,kg,Cooked Meal,veg,87
223.7,pieces,Bakery,nonveg,71
39.5,plates,Dairy,nonveg,55
5.3,liters,Produce,nonveg,11
29.7,kg,Dairy,veg,131
35.5,liters,Other,veg,92
48.7,plates,Dairy,nonveg,57
3.1,liters,Packaged Food,veg,10
134.8,plates,Produce,nonveg,142
4.3,kg,Packaged Food,nonveg,10
30.4,kg,Dairy,veg,138
3.2,liters,Other,nonveg,6
25.3,liters,Other,nonveg,53
29.0,plates,Dairy,veg,38
7.0,boxes,Packaged Food,nonveg,68
30.0,liters,Cooked Meal,veg,84
9.8,boxes,Dairy,nonveg,82
167.9,pieces,Bakery,nonveg,63
193.7,pieces,Bakery,veg,80
43.8,liters,Produce,nonveg,106
5.2,plates,Bakery,veg,7
52.1,plates,Produce,nonveg,59
45.0,liters,Produce,nonveg,76
189.7,pieces,Produce,veg,63
80.5,pieces,Other,veg,41
109.8,plates,Cooked Meal,veg,98
123.4,plates,Produce,veg,90
65.2,pieces,Bakery,nonveg,20
12.4,liters,Packaged Food,nonveg,28
5.3,boxes,Other,nonveg,34
10.3,liters,Packaged Food,veg,31
2.0,liters,Packaged Food,nonveg,6
15.1,plates,Packaged Food,veg,24
14.2,boxes,Cooked Meal,veg,105
110.4,plates,Other,veg,100
59.8,plates,Cooked Meal,veg,73
13.2,kg,Other,veg,34
281.9,pieces,Cooked Meal,veg,117
42.8,kg,Cooked Meal,nonveg,86
24.5,liters,Cooked Meal,veg,47
146.3,pieces,Bakery,nonveg,51
31.7,kg,Bakery,nonveg,102
19.9,plates,Cooked Meal,nonveg,21
45.7,liters,Packaged Food,veg,154
71.6,pieces,Bakery,nonveg,27
15.3,boxes,Other,veg,133
186.6,pieces,Produce,veg,56
269.2,pieces,Cooked Meal,veg,127
205.4,pieces,Dairy,veg,98
107.8,pieces,Bakery,nonveg,48
244.2,pieces,Other,nonveg,131
43.2,kg,Other,veg,130
120.2,pieces,Bakery,veg,47
4.3,boxes,Other,veg,28
49.7,kg,Bakery,nonveg,149
10.3,boxes,Bakery,nonveg,79
25.0,plates,Packaged Food,nonveg,37
21.5,liters,Other,nonveg,42
60.8,plates,Dairy,veg,79
21.4,boxes,Dairy,veg,193
287.5,pieces,Cooked Meal,nonveg,133
18.7,kg,Cooked Meal,nonveg,48
47.5,pieces,Bakery,nonveg,15
7.1,boxes,Dairy,veg,66
36.9,liters,Cooked Meal,nonveg,89
2.6,boxes,Other,nonveg,22
9.4,plates,Packaged Food,veg,15
13.0,liters,Produce,veg,32
24.0,liters,Packaged Food,veg,73
73.2,plates,Bakery,nonveg,79
6.5,kg,Other,nonveg,13
25.7,kg,Cooked Meal,veg,79
27.7,boxes,Other,nonveg,207
130.0,pieces,Dairy,veg,77
22.6,boxes,Dairy,veg,258
36.7,plates,Packaged Food,veg,59
123.4,plates,Dairy,veg,190
19.9,boxes,Packaged Food,nonveg,198
62.4,pieces,Cooked Meal,nonveg,31
18.8,kg,Cooked Meal,veg,48
164.8,pieces,Bakery,veg,59
38.1,liters,Cooked Meal,veg,79
14.2,kg,Other,veg,41
86.7,plates,Dairy,veg,114
1.4,kg,Produce,nonveg,2
152.6,pieces,Produce,nonveg,40
17.2,liters,Produce,veg,38
77.8,plates,Other,veg,78
9.4,boxes,Packaged Food,veg,110
26.7,boxes,Bakery,veg,309
49.7,liters,Bakery,veg,110
69.9,plates,Dairy,nonveg,89
26.8,boxes,Dairy,veg,259
7.1,boxes,Other,veg,55
19.1,plates,Bakery,nonveg,20
27.8,liters,Cooked Meal,nonveg,68
14.2,boxes,Cooked Meal,veg,109
25.1,pieces,Bakery,veg,9
13.6,liters,Cooked Meal,nonveg,26
196.8,pieces,Packaged Food,nonveg,188
11.5,boxes,Dairy,veg,108
25.9,boxes,Produce,nonveg,176
59.2,plates,Produce,nonveg,53
8.6,boxes,Other,nonveg,71
35.3,kg,Dairy,veg,123
42.8,kg,Dairy,veg,168
20.0,kg,Packaged Food,veg,75
23.8,kg,Packaged Food,nonveg,64
9.8,kg,Packaged Food,veg,27
6.8,boxes,Cooked Meal,nonveg,48
21.4,boxes,Dairy,veg,210
23.3,kg,Packaged Food,nonveg,54
28.8,liters,Bakery,nonveg,49
28.2,boxes,Dairy,veg,233
11.4,liters,Packaged Food,veg,38
8.3,boxes,Cooked Meal,nonveg,63
9.7,boxes,Produce,veg,72
16.2,boxes,Other,nonveg,114
17.8,kg,Cooked Meal,nonveg,38
18.1,liters,Produce,veg,32
18.4,liters,Other,nonveg,45
124.3,plates,Other,nonveg,87
16.9,kg,Bakery,veg,46
49.4,pieces,Other,veg,23
13.9,kg,Produce,nonveg,26
47.2,kg,Other,nonveg,120
10.3,plates,Other,veg,9
35.1,liters,Other,nonveg,83
286.0,pieces,Bakery,veg,96
58.7,plates,Other,veg,55
106.4,plates,Produce,veg,115
12.9,boxes,Other,nonveg,86
278.3,pieces,Dairy,veg,156
6.1,boxes,Packaged Food,nonveg,59
192.1,pieces,Packaged Food,nonveg,162
149.3,plates,Other,veg,152
6.1,kg,Other,nonveg,13
96.9,plates,Other,veg,76
67.5,pieces,Other,nonveg,31
21.6,plates,Packaged Food,nonveg,35
27.3,boxes,Produce,nonveg,135
28.2,boxes,Other,veg,232
252.4,pieces,Produce,nonveg,60
45.1,liters,Packaged Food,veg,133
103.9,pieces,Bakery,nonveg,39
17.1,boxes,Dairy,veg,134
7.3,kg,Packaged Food,nonveg,26
12.7,boxes,Other,veg,99
25.7,kg,Bakery,veg,82
127.2,plates,Other,nonveg,109
11.0,liters,Dairy,nonveg,38
1.6,kg,Cooked Meal,nonveg,4
87.9,plates,Dairy,veg,106
32.1,liters,Cooked Meal,nonveg,66
10.5,liters,Other,nonveg,22
20.1,boxes,Bakery,nonveg,177
6.4,kg,Other,veg,20
7.9,kg,Dairy,veg,31
27.5,boxes,Cooked Meal,nonveg,218
15.2,boxes,Bakery,veg,159
34.7,kg,Other,veg,87
243.5,pieces,Packaged Food,nonveg,226
22.0,plates,Bakery,veg,27
298.5,pieces,Produce,nonveg,82
61.9,pieces,Dairy,veg,31
80.1,plates,Cooked Meal,veg,81
2.4,kg,Produce,veg,4
36.7,liters,Bakery,veg,80
18.1,liters,Packaged Food,veg,52
224.8,pieces,Dairy,nonveg,89
9.5,liters,Packaged Food,nonveg,26
35.4,pieces,Other,nonveg,17
22.2,liters,Bakery,nonveg,35
24.7,boxes,Packaged Food,nonveg,241
19.3,liters,Packaged Food,nonveg,47
9.2,kg,Other,nonveg,24
18.5,boxes,Dairy,nonveg,158
62.8,plates,Other,nonveg,67
13.0,liters,Packaged Food,nonveg,41
47.8,pieces,Bakery,nonveg,17
11.5,kg,Other,nonveg,27
170.7,pieces,Dairy,veg,75
28.5,liters,Dairy,veg,126
88.2,plates,Other,veg,78
63.5,pieces,Packaged Food,nonveg,50
2.4,boxes,Cooked Meal,nonveg,18
30.0,liters,Packaged Food,nonveg,88
46.3,plates,Bakery,veg,47
4.8,boxes,Cooked Meal,nonveg,29
17.5,kg,Packaged Food,veg,69
98.6,pieces,Packaged Food,nonveg,92
17.1,boxes,Produce,veg,112
150.5,pieces,Packaged Food,nonveg,160
46.9,kg,Other,nonveg,115
49.7,liters,Cooked Meal,veg,115
5.9,boxes,Other,veg,52
140.4,plates,Produce,veg,174
37.7,pieces,Cooked Meal,veg,20
44.1,plates,Produce,nonveg,40
6.9,liters,Bakery,nonveg,12
20.4,boxes,Dairy,nonveg,179
88.8,plates,Dairy,veg,95
3.7,boxes,Produce,veg,19
28.4,kg,Produce,nonveg,59
4.7,liters,Other,veg,10
1.6,kg,Packaged Food,veg,6
10.9,boxes,Bakery,veg,133
115.3,plates,Dairy,nonveg,131
137.5,plates,Bakery,veg,185
292.6,pieces,Bakery,nonveg,118
14.6,liters,Packaged Food,veg,39
48.5,pieces,Bakery,veg,22
10.2,kg,Bakery,nonveg,24
11.2,boxes,Cooked Meal,nonveg,92
5.4,boxes,Produce,veg,42
2.5,boxes,Dairy,nonveg,21
6.6,boxes,Other,nonveg,51
18.2,boxes,Bakery,veg,157
32.7,kg,Packaged Food,veg,111
3.6,liters,Cooked Meal,veg,9
44.9,plates,Cooked Meal,veg,46
12.4,boxes,Dairy,nonveg,107
65.7,pieces,Other,nonveg,37
213.2,pieces,Bakery,nonveg,78
112.2,plates,Bakery,nonveg,125
16.4,liters,Other,veg,44
33.6,liters,Packaged Food,veg,104
57.4,pieces,Packaged Food,veg,57
48.5,kg,Other,nonveg,117
43.8,kg,Dairy,nonveg,155
126.1,plates,Cooked Meal,nonveg,117
114.5,plates,Dairy,veg,150
149.7,pieces,Other,nonveg,65
101.2,plates,Produce,nonveg,93
268.0,pieces,Produce,nonveg,84
21.4,plates,Other,nonveg,18
43.0,liters,Cooked Meal,nonveg,72
25.4,liters,Other,nonveg,59
224.6,pieces,Packaged Food,veg,269
29.0,boxes,Bakery,veg,328
43.5,plates,Packaged Food,veg,57
120.4,pieces,Other,nonveg,37
29.4,liters,Produce,veg,70
132.9,pieces,Other,veg,46
291.0,pieces,Produce,veg,95
34.4,liters,Packaged Food,nonveg,86
24.9,liters,Dairy,nonveg,90
138.9,pieces,Cooked Meal,veg,73
16.0,kg,Cooked Meal,nonveg,45
19.7,pieces,Packaged Food,veg,23
143.3,plates,Dairy,veg,221
298.8,pieces,Other,veg,157
14.5,pieces,Cooked Meal,veg,8
21.7,liters,Produce,nonveg,42
56.1,pieces,Produce,nonveg,15
206.6,pieces,Packaged Food,veg,211
15.9,liters,Dairy,nonveg,62
84.1,plates,Produce,nonveg,64
26.8,kg,Packaged Food,veg,110
143.2,pieces,Other,nonveg,58
27.5,boxes,Packaged Food,veg,348
22.9,boxes,Cooked Meal,veg,169
23.5,plates,Bakery,nonveg,24
12.8,plates,Dairy,nonveg,16
40.6,kg,Other,nonveg,89
3.5,boxes,Dairy,veg,30
247.5,pieces,Cooked Meal,veg,167
26.1,boxes,Dairy,nonveg,241
26.3,kg,Dairy,veg,117
7.5,boxes,Dairy,veg,60
242.7,pieces,Produce,veg,58
4.3,liters,Dairy,veg,20
11.0,kg,Dairy,veg,53
20.1,kg,Packaged Food,nonveg,71
42.2,liters,Packaged Food,veg,121
258.5,pieces,Dairy,nonveg,108
7.9,kg,Other,veg,18
26.1,liters,Other,veg,64
201.9,pieces,Packaged Food,nonveg,172
20.4,boxes,Dairy,nonveg,145
24.6,boxes,Cooked Meal,nonveg,202
23.4,kg,Bakery,nonveg,64
3.1,kg,Produce,nonveg,6
44.2,liters,Produce,nonveg,80
107.9,pieces,Bakery,veg,43
79.4,plates,Other,nonveg,75
71.6,plates,Other,nonveg,70
277.4,pieces,Bakery,nonveg,123
18.6,boxes,Packaged Food,nonveg,225
23.8,plates,Bakery,nonveg,23
14.8,plates,Produce,nonveg,17
5.7,liters,Cooked Meal,veg,15
294.5,pieces,Packaged Food,veg,346
45.1,liters,Other,veg,126
31.0,kg,Packaged Food,veg,133
22.6,kg,Cooked Meal,veg,50
6.3,liters,Cooked Meal,nonveg,14
29.7,boxes,Packaged Food,veg,331
20.7,boxes,Produce,nonveg,129
22.3,liters,Bakery,veg,35
96.2,plates,Cooked Meal,veg,93
2.6,kg,Other,veg,7
54.4,plates,Packaged Food,veg,82
32.6,plates,Other,nonveg,32
187.5,pieces,Dairy,nonveg,105
22.5,liters,Dairy,veg,75
39.3,kg,Dairy,veg,130
